"Scan_Results","04/13/2026 at 23:07:25 (GMT-0400)"
"neonray","1512 Bluebonnet Ln","","","","United States of America","78704"
"HD Moore","username","Manager"

"Launch Date","Active Hosts","Total Hosts","Type","Status","Reference","Scanner Appliance","Duration","Scan Title","Asset Groups","IPs","Excluded IPs","Option Profile","Network","FQDN"
"04/13/2026 at 08:00:45 (GMT-0400)","4","4","Scheduled (default option profile)","Finished","scan/1776081645.76234","Qualys-VMDR-Lab (Scanner 14.16.11-1, Vulnerability Signatures 2.6.578-2)","01:17:21","Neonray Scan Daily","","10.114.128.21-10.114.128.23,10.114.128.32","","Initial Options","Neonray",""

"IP","DNS","NetBIOS","OS","IP Status","QID","Title","Type","Severity","Port","Protocol","FQDN","SSL","CVE ID","Vendor Reference","Bugtraq ID","Threat","Impact","Solution","Exploitability","Associated Malware","Results","PCI Vuln","Instance","Category"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","1000","Potential UDP Backdoor","Practice","4","","","","","","","","There are known backdoors that use specific port numbers. At least one of these ports was found open on this host.  This may indicate the presence of a backdoor; however, it's also possible that this port is being used by a legitimate service, such as a Unix or Windows RPC.
 
This QID will potentially check for the following ports: 456, 555, 666, 1001, 1011, 1170, 1234, 1245, 1492, 1600, 1807, 1981, 1999, 2002, 2023, 2115, 2140, 2801, 3024, 3129, 3150, 3700, 4092, 4590, 5000, 5001, 5321, 5400, 5401, 5402, 5569, 5742, 6670, 6771, 6969, 7000, 7111, 7222, 7300, 7301, 7306, 7307, 7308, 7789, 9872, 9873, 9874, 9875, 9989, 11000, 11223, 12223, 12345, 12346, 12361, 12362, 16969, 20001, 20034, 20034, 21544, 22222, 23456, 26274, 27015, 31338, 31339, 31666, 33333, 34324, 40412, 40421, 40422, 40423, 40426, 47262, 50505, 50766, 53001, 54321, 61466, and 65000.","If a backdoor is present on your system, then unauthorized users can log in to your system undetected, execute unauthorized commands, and leave the host vulnerable to other unauthorized users. Malicious users may also use your host to access other hosts to perform a coordinated Denial of Service attack.  
 
Some well-known backdoors are ""BackOrifice"", ""Netbus"" and ""Netspy"".  You should be able to find more information on these backdoors on the CERT Coordination Center's Web site (www.cert.org) (http://www.cert.org).","Call a security specialist and test this host for backdoors.  If a backdoor is found, then the host may need to be re-installed.","","","The udp port 50505 is open, it may indicate the presence of a ""Sockets_de_Troie"" backdoor.","yes","","Backdoors and trojan horses"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","15035","DNS Server Allows Remote Clients to Snoop the DNS Cache","Practice","2","53","udp","","","","","","The DNS server was found to allow DNS cache snooping. This means, any attacker could remotely check if a given domain name is cached on the DNS server. 
 
This issue occurs when a target DNS server allows an untrusted client to make non-recursive DNS queries for domains that the target DNS server is not authoritative on. If the target DNS server consults its cache and replies with a valid answer (the IP address or ""does not exist"" NXDOMAIN reply), it is vulnerable to this attack. This tells the attacker that someone from the target network recently resolved that particular domain name.
 
QID Detection Logic (unauthenticated):  
We make a DNS A query for testdeadenddummy.qualys.com from the target DNS server. The Recursive Query flag is set in this query. This means that the target DNS server will recursively search for the address of testdeadenddummy.qualys.com domain name and reply with an IP address to our scanner. If we do not get a reply we quit without posting a vuln. 
- Next, we make the same DNS ""A"" query for the same domain-name name testdeadenddummy.qualys.com. However, this time we leave the ""Recursive Query"" flag unset. This means, we are requesting the target DNS server to check its cache or pre-defined DNS zone information for the IP address of the testdeadenddummy.qualys.com domain name. (If no information is present there, it should not find this information recursively from other DNS servers, and should simply reply with a non-found message). Since no other DNS server will have a zone for qualys.com, if we do get a reply, it has to be from the cache. If we do not get a response, we quit. 
- If we do get a valid IP address in the reply, it means the DNS server consulted its cache and replied with the IP address of a site it recently cached. So an attacker can see what sites are cached in the DNS server by making non-recursive ""A"" requests for them.","DNS caches are short lived and are generated by a recent DNS name-resolution event. By repeatedly monitoring DNS cache entries over a period of time, an attacker could gain a variety of information about the target network. For example, one could analyze Web-browsing habits of the users of a network. By querying for DNS MX record caches, one could check for email communication between two companies.  

Information gathered from the DNS cache could lead to a variety of consequences ranging from an invasion of privacy to corporate espionage. The above mentioned paper presents a couple of attack scenarios where this vulnerability can be used.","Here is a suggested solution for the Microsoft Windows DNS server. One rigorous solution involves what is known popularly as a ""split DNS"" configuration.
 
 The idea is to have two separate DNS servers, one for the DMZ/perimeter of the network that faces the public Internet, while the other is internal and not publically accessible.
 The external one has zone information about only the hosts in the DMZ region which need to be accessed from the Internet. It has no information about the internal hosts with non-routable addresses.
 The internal one has all the authoritative information about the internal hosts, and also static entries for the services in the DMZ region (so internal users can access those if required).
 Typically, the internal DNS server will be Active Directory integrated, with (secure) dynamic updates enabled.
 The external DNS server will typically be a standalone (not integrated with the Active Directory) server without any dynamic DNS updates enabled.
 To prevent the unrelated DNS cache-poisoning vulnerability, also configure the registry as explained in Microsoft Knowledge Base Article 241352 (http://support.microsoft.com/default.aspx?scid=kb;EN-US;241352) on both the DNS servers.
 Both the DNS servers can be named with identical domain names, such as example.com without any conflicts.
 The external DNS server should be set as a ""forwarder"" in the DNS settings of the internal DNS server. This means, for any DNS query (A/PTR) that the internal DNS server receives, that it is not able to resolve, it forwards it to the external DNS server for resolution.
 Through the ""DNS"" MMC snap-in, Recursion should be enabled on the external DNS server, and disabled in the internal one. This prevents the internal DNS server from attempting to resolve DNS queries if the external one fails to do so.
 To reinforce the last configuration, the internal DNS server should be set as a ""slave"" DNS server through the ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\DNS\Parameters"" key's ""IsSlave"" value set to 1.
 Finally, to prevent cache snooping on the external DNS server, create a ""MaxCacheTtl"" DWORD entry with value set to 1 under the ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\DNS\Parameters"" key of the external DNS
 server. This makes the TTL of any cached DNS entry on the external DNS server equal to 1 second,
 effectively disabling caching on it. Since for any query originating from the internal network,
 both the DNS servers cache the responses, performance is not affected at all even by disabling
 the external cache - repeated future DNS queries will be picked up by the internal DNS server
 and replied to from its cache.
 
This separates the external DNS proxy from the internal DNS cache, and prevents any DNS cache snooping from the public Internet.
 
 
For BIND and the understanding of the issue this URL will be helpful. http://www.rootsecure.net/content/downloads/pdf/dns_cache_snooping.pdf (http://www.rootsecure.net/content/downloads/pdf/dns_cache_snooping.pdf)","","","Server's cache timeout for IPv4 addresses is more than 3 sec.
Server's cache timeout for IPv6 addresses is more than 3 sec.","yes","","DNS and BIND"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","70022","Open DCE-RPC / MS-RPC Services List","Ig","2","","","","","","","","The following DCE-RPC / MS-RPC services are active on the remote host.","N/A","Shut down any unknown or unused service on the list. In Windows, this is done in the ""Services"" Control Panel. In other environments, this usually requires editing a configuration file or start-up script.

If you have provided Windows Authentication credentials, the Microsoft Registry service supporting the named pipe ""\PIPE\winreg"" must be present to allow CIFS to access the Registry.","","","Description	Version	TCP Ports	UDP Ports	HTTP Ports	NetBIOS/CIFS Pipes
DCE Endpoint Mapper	3.0	135	 	593	 
DCOM OXID Resolver	0.0	135	 	593	 
DCOM Remote Activation	0.0	135	 	593	 
DCOM System Activator	0.0	135	 	593	 
Domain Name System	5.0	58128	 	 	 
Microsoft Local Security Architecture	0.0	49672, 49664	 	49673	\PIPE\lsarpc, \pipe\5f5d988428e0af80, \pipe\lsass
Microsoft Network Logon	1.0	49687, 49664	 	49673	\PIPE\NETLOGON, \pipe\5f5d988428e0af80, \pipe\lsass
Microsoft NT Directory DRS Interface	4.0	49672, 49664	 	49673	\pipe\5f5d988428e0af80, \pipe\lsass
Microsoft Scheduler Control Service	1.0	 	 	 	\PIPE\atsvc
Microsoft Security Account Manager	1.0	49664	 	 	\PIPE\samr, \pipe\lsass
Microsoft Service Control Service	2.0	49679	 	 	 
Microsoft Spool Subsystem	1.0	49676	 	 	 
Microsoft Task Scheduler	1.0	 	 	 	\PIPE\atsvc
(Unknown Service)	1.0	135	 	593	 
(Unknown Service)	0.0	135	 	593	 
(Unknown Service)	2.0	135	 	593	 
EFSK RPC Interface	1.0	 	 	 	\pipe\efsrpc
EFS RPC Interface	1.0	 	 	 	\pipe\efsrpc
Ngc Pop Key Service	1.0	49687, 49672, 49664	 	49673	\pipe\5f5d988428e0af80, \pipe\lsass
KeyIso	2.0	49687, 49672, 49664	 	49673	\pipe\5f5d988428e0af80, \pipe\lsass
RemoteAccessCheck	0.0	49672, 49664	 	49673	\pipe\5f5d988428e0af80, \pipe\lsass
Impl friendly name	1.0	49664	 	 	\pipe\lsass
(Unknown Service)	1.0	49665	 	 	\PIPE\InitShutdown
(Unknown Service)	1.0	 	 	 	\PIPE\InitShutdown
Event log TCPIP	1.0	49666	 	 	\pipe\eventlog
DfsDs service	1.0	 	 	 	\PIPE\wkssvc
(Unknown Service)	1.0	49669	 	 	\PIPE\atsvc
(Unknown Service)	2.0	 	 	 	\PIPE\atsvc
(Unknown Service)	1.0	49668	 	 	\pipe\SessEnvPublicRpc
(Unknown Service)	1.0	49676	 	 	 
Vpn APIs	1.0	 	 	 	\PIPE\ROUTER
Remote Fw APIs	1.0	49684	 	 	 
Frs2 Service	1.0	58118","no","","SMB / NETBIOS"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","45017","Operating System Detected","Ig","2","","","","","","","","Several different techniques can be used to identify the operating system (OS) running on a host. A short description of these techniques is provided below. The specific technique used to identify the OS on this host is included in the RESULTS section of your report.
 
1)  TCP/IP Fingerprint : The operating system of a host can be identified from a remote system using TCP/IP fingerprinting. All underlying operating system TCP/IP stacks have subtle differences that can be seen in their responses to specially-crafted TCP packets. According to the results of this ""fingerprinting"" technique, the OS version is among those listed below. 
 
Note that if one or more of these subtle differences are modified by a firewall or a packet filtering device between the scanner and the host, the fingerprinting technique may fail. Consequently, the version of the OS may not be detected correctly. If the host is behind a proxy-type firewall, the version of the operating system detected may be that of the firewall instead of the host being scanned.
 
2)  NetBIOS : Short for Network Basic Input Output System, an application programming interface (API) that augments the DOS BIOS by adding special functions for local-area networks (LANs). Almost all LANs for PCs are based on the NetBIOS. Some LAN manufacturers have even extended it, adding additional network capabilities. NetBIOS relies on a message format called Server Message Block (SMB). 
 
3)  PHP Info : PHP is a hypertext pre-processor, an open-source, server-side, HTML-embedded scripting language used to create dynamic Web pages. Under some configurations it is possible to call PHP functions like phpinfo() and obtain operating system information.
 
4)  SNMP : The Simple Network Monitoring Protocol is used to monitor hosts, routers, and the networks to which they attach. The SNMP service maintains Management Information Base (MIB), a set of variables (database) that can be fetched by Managers. These include ""MIB_II.system.sysDescr"" for the operating system.","Not  applicable.","Not  applicable.","","","Operating System	Technique	ID
Windows 2016/2019/10	NTLMSSP	 
Windows 10	TCP/IP Fingerprint	U7119:53
Windows 2003/XP/Vista/2008/2012	MS-RPC Fingerprint","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","82023","Open TCP Services List","Ig","1","","","","","","","","The port scanner enables unauthorized users with the appropriate tools to draw a map of all services on this host that can be accessed from the Internet.  The test was carried out with a ""stealth"" port scanner so that the server does not log real connections.
 
The Results section displays the port number (Port), the default service listening on the port (IANA Assigned Ports/Services), the description of the service (Description) and the service that the scanner detected using service discovery (Service Detected).","Unauthorized users can exploit this information to test vulnerabilities in each of the open services.","Shut down any unknown or unused service on the list.  If you have difficulty figuring out which service is provided by which process or program, contact your provider's support team.  For more information about commercial and open-source Intrusion Detection Systems available for detecting port scanners of this kind, visit the CERT Web site (http://www.cert.org).","","","Port	IANA Assigned Ports/Services	Description	Service Detected	OS On Redirected Port
53	domain	Domain Name Server	DNS Server 	 
80	www-http	World Wide Web HTTP	http 	 
88	kerberos	Kerberos	Kerberos-5 	 
135	msrpc-epmap	epmap DCE endpoint resolution	DCERPC Endpoint Mapper 	 
389	ldap	Lightweight Directory Access Protocol	ldap 	 
445	microsoft-ds	Microsoft-DS	SMBv2 	 
464	kpasswd	kpasswd	Kerberos Password 	 
593	http-rpc-epmap	HTTP RPC Ep Map	msrpc-over-http 	 
636	ldaps	ldap protocol over TLS/SSL (was sldap)	ldap over ssl	 
3268	msft-gc	Microsoft Global Catalog	ldap 	 
3269	msft-gc-ssl	Microsoft Global Catalog with LDAP/SSL	ldap over ssl	 
3389	ms-wbt-server	MS WBT Server	CredSSP over ssl	 
5985	unknown	unknown	http 	 
8005	NetSecurityMaster-Proxy	NetSecurity Master Proxy	http 	 
9389	unknown	unknown	unknown","no","","TCP/IP"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","82004","Open UDP Services List","Ig","1","","","","","","","","A port scanner was used to draw a map of all the UDP services on this host that can be accessed from the Internet.
 
Note that if the host is behind a firewall, there is a small chance that the list includes a few ports that are filtered or blocked by the firewall but are not actually open on the target host. This (false positive on UDP open ports) may happen when the firewall is configured to reject UDP packets for most (but not all) ports with an ICMP Port Unreachable packet. This may also happen when the firewall is configured to allow UDP packets for most (but not all) ports through and filter/block/drop UDP packets for only a few ports. Both cases are uncommon.","Unauthorized users can exploit this information to test vulnerabilities in each of the open services.","Shut down any unknown or unused service on the list.  If you have difficulty working out which service is provided by which process or program, contact your provider's support team.  For more information about commercial and open-source Intrusion Detection Systems available for detecting port scanners of this kind, visit the CERT Web site (http://www.cert.org).","","","Port	IANA Assigned Ports/Services	Description	Service Detected
53	domain	Domain Name Server	named udp
123	ntp	Network Time Protocol	ntp
137	netbios-ns	NETBIOS Name Service	unknown
138	netbios-dgm	NETBIOS Datagram Service	unknown
389	ldap	Lightweight Directory Access Protocol	unknown
464	kpasswd	kpasswd	Kerberos Password
500	isakmp	isakmp	unknown
50505	Sockets de Troie	Sockets_de_Troie backdoor	unknown
50766	unknown	unknown	unknown
51100	Freedom	Freedom	unknown
51101	Freedom-ZKS-AIP	Freedom-AIP Zero-Knowledge-System Anonymous-Internet-Proxies	unknown
51109	Freedom	Freedom	unknown","no","","TCP/IP"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","34011","Firewall Detected","Ig","1","","","","","","","","A packet filtering device protecting this IP was detected. This is likely to be a firewall or a router using access control lists (ACLs).","N/A","N/A","","","Some of the ports filtered by the firewall are: 2869.","no","","Firewall"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","90194","Windows Registry Pipe Access Level","Ig","2","","","","","","","","Return code from remote access to the Windows registry pipe is displayed. The CIFS service accesses the Windows registry through a named pipe. Authentication to CIFS was successful, but it could not access the Registry named pipe if the error code is not 0.","Vulnerabilities that require Windows registry access may not have been detected during the scan if the error code is not 0.","Error code 0x00 means the pipe access was successful. Other error codes (for eg: 0x0) denote unsuccessful access.","","","Access to Remote Registry Service is denied, error: 0x0","no","","Windows"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","82063","Host Uptime Based on TCP TimeStamp Option","Ig","2","","","","","","","","The TCP/IP stack on the host supports the TCP TimeStamp (kind 8) option. Typically the timestamp used is the host's uptime (since last reboot) in various units (e.g., one hundredth of second, one tenth of a second, etc.). Based on this, we can obtain the host's uptime. The result is given in the Result section below.
 
Some operating systems (e.g., MacOS, OpenBSD) use a non-zero, probably random, initial value for the timestamp. For these operating systems, the uptime obtained does not reflect the actual uptime of the host; the former is always larger than the latter.","N/A","N/A","","","Based on TCP timestamps obtained via port 53, the host's uptime is 6 days, 12 hours, and 53 minutes.
The TCP timestamps from the host are in units of 1 milliseconds.","no","","TCP/IP"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","45266","Web Server HTTP Protocol Versions","Ig","2","5985","tcp","","","","","","This QID lists supported HTTP protocol (HTTP 1.x or HTTP 2) from remote web server.","N/A","N/A","","","Remote Web Server supports HTTP version 1.x on 5985 port.GET / HTTP/1.1","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","45266","Web Server HTTP Protocol Versions","Ig","2","8005","tcp","","","","","","This QID lists supported HTTP protocol (HTTP 1.x or HTTP 2) from remote web server.","N/A","N/A","","","Remote Web Server supports HTTP version 1.x on 8005 port.GET / HTTP/1.1","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","45266","Web Server HTTP Protocol Versions","Ig","2","80","tcp","","","","","","This QID lists supported HTTP protocol (HTTP 1.x or HTTP 2) from remote web server.","N/A","N/A","","","Remote Web Server supports HTTP version 1.x on 80 port.GET / HTTP/1.1","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","45035","DNS Hierarchy of Target DNS Server Traced","Ig","2","","","","","","","","This probe traces the hierarchy of the target DNS server. It first makes a non-recursive query to one of the root DNS servers (*.root-servers.net). These servers point the scanner to the next level of DNS servers that handle the top-level domains, like "".com"", and "".net"". Then this lower-level DNS server is queried for the next-level DNS server and so on. This is repeated until a DNS server that is authoritative on the target hosts's FQDN domain (or has a cached DNS ""A"" record for the target) is found.
 
The hierarchy information is presented in the Result section below. 
 
This information can be used to better map the chain of DNS servers from the root servers down to the actual target DNS server. This gives the flow of DNS information through the chain, and also it can help predict which DNS servers are authoritative on which domains.","","","","","Level 1: DNS server: M.ROOT-SERVERS.NET. (202.12.27.33)
Level 2: M.ROOT-SERVERS.NET. knows nothing about win2022-adc02.corp.neonray.biz.","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","86002","SSL Certificate - Information","Ig","1","3269","tcp","","over ssl","","","","SSL certificate information is provided in the Results section.","N/A","N/A","","","NAME	VALUE
(0)CERTIFICATE 0	 
(0)Version	3 (0x2)
(0)Serial Number	 1e:00:00:00:09:c7:8a:57:6d:02:f0:38:b1:00:00:00:00:00:09 
(0)Signature Algorithm	sha256WithRSAEncryption
(0)ISSUER NAME	 
domainComponent	biz
 domainComponent	neonray
 domainComponent	corp
 commonName	CORP-NEONRAY-ROOT-CA
(0)SUBJECT NAME	 
 
(0)Valid From	Jul 10 14:26:12 2025 GMT
(0)Valid Till	Jul 10 14:26:12 2026 GMT
(0)Public Key Algorithm	rsaEncryption
(0)RSA Public Key	(2048 bit)
(0)	 RSA Public-Key: (2048 bit)
(0)	 Modulus:
(0)	 00:e8:c6:7b:5c:9a:bb:df:e7:b7:7e:01:72:b0:cc:
(0)	 67:52:c6:5f:91:8f:19:65:c8:83:c3:f1:f6:f0:7c:
(0)	 6e:b6:ef:22:be:d7:ca:32:3a:c5:2c:b8:ae:21:8a:
(0)	 68:b3:c8:bf:6a:60:fc:93:09:ae:8c:16:83:7f:79:
(0)	 87:aa:87:5b:96:29:a8:2d:47:20:49:5a:73:55:28:
(0)	 f4:b3:0a:fb:db:81:19:ba:0f:cf:6f:90:02:b4:5c:
(0)	 44:ab:84:75:6a:a5:3c:73:24:aa:a7:9d:b8:05:8b:
(0)	 04:89:7a:5a:c4:5a:08:08:fb:81:cc:c8:ed:c7:75:
(0)	 c0:4c:c5:36:6b:bb:b6:12:65:fd:43:4e:b7:e4:2f:
(0)	 53:f0:3a:3b:b0:4b:d4:62:e4:65:74:1d:81:96:27:
(0)	 dc:d0:dd:ec:dd:34:61:18:68:51:9e:4d:ce:e8:b3:
(0)	 fd:ff:a4:ff:3d:4a:75:15:a3:43:b9:91:5a:db:d1:
(0)	 c1:74:69:a3:4f:7b:0b:9b:b3:30:f8:cd:c6:1c:f5:
(0)	 2e:6e:6e:47:75:02:6f:3d:82:41:4f:0d:48:cb:dc:
(0)	 78:3c:c6:4e:54:20:ef:7a:38:3d:c9:d5:85:57:9e:
(0)	 65:99:8d:c3:c8:01:3e:3d:0f:a2:e7:0e:3e:5a:05:
(0)	 48:9e:3a:87:af:93:8e:13:fb:78:ef:d4:02:70:a4:
(0)	 9f:b9
(0)	 Exponent: 65537 (0x10001)
(0)X509v3 EXTENSIONS	 	
(0)1.3.6.1.4.1.311.21.7	 0:d=0 hl=2 l= 41 cons: SEQUENCE 
(0)	 2:d=1 hl=2 l= 33 prim: OBJECT :1.3.6.1.4.1.311.21.8.7015900.2213255.11488390.11239641.2277552.227.1.33
(0)	 37:d=1 hl=2 l= 1 prim: INTEGER :6E
(0)	 40:d=1 hl=2 l= 1 prim: INTEGER :00
(0)X509v3 Extended Key Usage	 TLS Web Client Authentication, TLS Web Server Authentication, Microsoft Smartcard Login, Signing KDC Response
(0)X509v3 Key Usage	critical
(0)	 Digital Signature, Key Encipherment
(0)1.3.6.1.4.1.311.21.10	 0:d=0 hl=2 l= 49 cons: SEQUENCE 
(0)	 2:d=1 hl=2 l= 10 cons: SEQUENCE 
(0)	 4:d=2 hl=2 l= 8 prim: OBJECT :TLS Web Client Authentication
(0)	 14:d=1 hl=2 l= 10 cons: SEQUENCE 
(0)	 16:d=2 hl=2 l= 8 prim: OBJECT :TLS Web Server Authentication
(0)	 26:d=1 hl=2 l= 12 cons: SEQUENCE 
(0)	 28:d=2 hl=2 l= 10 prim: OBJECT :Microsoft Smartcard Login
(0)	 40:d=1 hl=2 l= 9 cons: SEQUENCE 
(0)	 42:d=2 hl=2 l= 7 prim: OBJECT :Signing KDC Response
(0)X509v3 Subject Key Identifier	 1E:7B:E9:82:03:03:67:A7:F1:18:91:35:55:30:8A:32:6E:B2:D9:B4
(0)X509v3 Authority Key Identifier	 keyid:E2:A9:EF:AC:23:3F:5F:BC:38:61:63:23:D9:26:11:4E:7D:0D:A3:0E
(0)X509v3 CRL Distribution Points	
(0)	 Full Name:
(0)	 URI:ldap:///CN=CORP-NEONRAY-ROOT-CA,CN=WIN2022-INFRA01,CN=CDP,CN=Public%20Key%20Services,CN=Services,CN=Configuration,DC=corp,DC=neonray,DC=biz?certificateRevocationList?base?objectClass=cRLDistributionPoint
(0)Authority Information Access	 CA Issuers - URI:ldap:///CN=CORP-NEONRAY-ROOT-CA,CN=AIA,CN=Public%20Key%20Services,CN=Services,CN=Configuration,DC=corp,DC=neonray,DC=biz?cACertificate?base?objectClass=certificationAuthority
(0)X509v3 Subject Alternative Name	critical
(0)	 DNS:WIN2022-ADC02.corp.neonray.biz, DNS:corp.neonray.biz, DNS:CORP
(0)1.3.6.1.4.1.311.25.2	 0:d=0 hl=2 l= 63 cons: SEQUENCE 
(0)	 2:d=1 hl=2 l= 61 cons: cont [ 0 ] 
(0)	 4:d=2 hl=2 l= 10 prim: OBJECT :1.3.6.1.4.1.311.25.2.1
(0)	 16:d=2 hl=2 l= 47 cons: cont [ 0 ] 
(0)	 18:d=3 hl=2 l= 45 prim: OCTET STRING :S-1-5-21-919606951-2218317086-2989104718-1000
(0)Signature	(256 octets)
(0)	b1:be:70:c9:10:00:7f:10:1f:f4:b5:66:0b:5d:bb:f1
(0)	be:4e:2d:24:10:13:47:95:22:81:ad:91:5d:45:34:20
(0)	ce:65:04:5b:59:7c:39:c8:82:e9:21:23:29:8b:aa:70
(0)	e6:ae:bd:64:22:48:c0:60:fe:ee:16:ed:4c:b4:6f:56
(0)	7c:cf:88:bf:41:d3:8e:c6:e1:d5:75:3e:f2:01:0f:78
(0)	71:b1:52:c3:cf:ae:98:98:4e:44:4f:5b:06:ee:9b:04
(0)	d7:92:c9:94:48:55:b9:c8:7c:c6:eb:78:b8:63:72:55
(0)	38:58:d7:e7:d5:9e:10:e0:40:a1:ce:b4:76:70:cc:cf
(0)	7a:ed:f4:b1:52:7f:b1:e5:a8:03:cf:da:dd:d3:48:ba
(0)	d3:ce:a2:5d:eb:74:40:a9:12:fe:e1:04:42:9a:af:54
(0)	a3:aa:03:0a:5e:cb:6d:85:e0:02:37:ba:87:51:00:12
(0)	3b:e3:07:a6:9a:61:dc:b8:91:6b:85:52:38:ff:0e:ea
(0)	34:96:65:71:90:a5:e7:7b:19:72:25:87:6f:42:ca:4a
(0)	48:a1:b1:33:1a:e0:ff:48:11:4f:5d:84:9e:df:ce:7c
(0)	98:53:a2:7b:8e:a7:60:a7:d5:23:65:0b:ce:1b:bd:80
(0)	54:9c:04:d1:38:a9:9c:d6:87:90:ca:b7:7b:02:bf:81","no","","Web server"
